manufacturer,price,number_of_reviews,average_review_rating,sellers,cat,sub_cat,name,info,desc,reviews
2214,79.97,3.0,5.0,1210,17,142,2.384839,-1.4639214,-2.1590846,-1.0461798
865,5.49,6.0,4.5,797,29,43,-0.29985526,-1.2048596,-2.2643578,-2.9374774
2314,1.29,1.0,5.0,1683,0,29,3.4130394,-1.6827148,-2.452285,-2.1307492
1660,109.95,1.0,5.0,1822,17,93,-2.2201998,-1.4153405,-0.2630879,2.775993
1996,4.99,34.0,4.9,483,7,138,1.8515316,-1.2105054,-0.86148983,-0.87121105
460,1.53,12.0,4.7,1822,29,73,1.1386348,-0.95155627,-1.8138206,-0.8959206
2010,4.41,2.0,5.0,968,12,2,7.522619,-1.0160927,-1.8997611,-3.0227852
228,10.98,34.0,4.0,739,34,14,5.311497,-1.0486265,-1.4041294,-3.4699333
802,8.45,1.0,5.0,81,14,56,-0.020952864,-1.4444187,-0.90879565,-0.42571566
443,11.89,29.0,4.5,78,40,151,-5.877456,-1.2515683,-1.8404095,-4.156882
721,9.51,1.0,4.0,1452,12,2,-3.527768,-1.2204242,1.6197335,3.9941921
1821,9.96,7.0,4.1,81,5,49,-2.0952756,-1.6601648,-2.128383,0.2925155
1275,14.88,1.0,5.0,212,1,126,-3.073731,-1.2484312,-2.343301,3.8364446
544,7.99,6.0,4.7,118,5,49,-7.110999,-1.2722872,-2.7276146,1.0452524
635,1.6,3.0,4.7,978,29,10,6.217771,-0.98778087,0.80860305,2.8065002
651,10.38,4.0,4.5,443,12,2,-4.6747518,-0.9075527,-2.4714334,0.5732756
468,2.84,1.0,5.0,123,17,142,3.9619224,-1.0796998,-2.297786,-0.45350158
2021,7.99,2.0,5.0,1822,29,43,0.21825844,6.170862,-0.28206044,4.651228
1612,4.05,1.0,5.0,1210,17,142,3.5558646,-1.1435671,22.461107,-0.1459137
1118,12.97,73.0,4.4,81,40,151,2.1866093,5.434941,-2.1060295,-4.365365
228,27.45,1.0,5.0,383,34,14,3.4261966,-1.031555,-1.6292673,-0.102663465
1954,10.99,102.0,4.2,1822,14,56,2.8242865,-1.0139422,-1.3390833,-2.537075
291,1.8,10.0,4.5,1822,12,2,-5.247887,-0.9849935,1.094231,-1.0492309
1482,4.99,2.0,5.0,1822,29,73,2.9092948,5.908818,-1.9622954,4.1610174
937,13.96,2.0,4.5,70,7,140,-1.1947217,-1.203124,22.461107,-0.63681686
194,64.99,1.0,5.0,81,9,62,-8.222512,5.5825415,-2.0376763,7.3717036
308,24.95,2.0,4.0,1822,40,151,-2.0765183,-1.6953949,-1.7959843,-3.7511842
1584,6.99,3.0,5.0,81,17,90,-4.0622296,5.410588,-1.7477977,1.0286962
2033,20.99,118.0,4.3,1720,34,14,-7.346258,5.6505437,-2.0731602,-2.814693
1844,5.99,1.0,5.0,1268,9,51,1.0984708,-0.9992346,-1.8778678,2.7402482
1096,23.49,1.0,5.0,81,0,8,-2.2576036,-1.1513053,-1.0875708,5.124326
1780,5.7,1.0,5.0,564,0,35,-8.419896,-1.1587745,-0.5169454,6.179952
573,7.89,7.0,4.0,523,14,145,1.0012848,-1.4042664,-2.45362,-3.8853943
419,12.0,1.0,5.0,1822,13,48,-4.527949,5.7732396,-2.4363186,-5.192349
84,2.22,1.0,5.0,1822,29,43,-1.645382,-1.0195247,1.3636917,4.224055
1459,5.96,3.0,4.0,1822,13,103,-4.3819437,-1.3625039,-1.5552595,-2.7436087
1914,3.99,136.0,4.2,1788,1,123,-0.27398214,5.4025574,-1.6001052,-3.976743
2010,18.51,1.0,5.0,363,7,140,-2.1281672,-1.3494874,-2.1470807,6.921312
1223,21.99,1.0,4.0,113,7,140,1.7445468,5.867496,0.008399846,1.3076172
194,214.99,17.0,4.2,81,9,62,-8.167355,-1.1204357,-1.681319,-3.844184
2281,1.3,95.0,4.6,652,12,37,-4.892889,5.522293,-1.0053772,-3.208425
702,4.99,81.0,4.7,786,14,46,4.667203,-1.1866076,-2.1384706,-2.935768
1533,12.41,2.0,5.0,341,13,81,-4.264756,-1.4295268,-1.6038476,0.26437324
1487,1.69,1.0,5.0,979,29,43,1.8446167,-1.0554408,22.461107,5.866704
599,11.99,1.0,5.0,1822,17,91,5.037165,-1.3857596,-2.1820912,7.0697007
1212,15.99,1.0,5.0,1468,17,142,3.0654702,-0.97040784,22.461107,-0.7388426
307,8.99,1.0,5.0,81,40,151,-0.82683086,-1.0296181,-0.4966719,2.5016212
2039,12.86,2.0,5.0,140,31,118,-6.209194,-0.9927971,22.461107,2.0947926
2035,42.47,1.0,5.0,372,13,116,-2.0358593,-1.4936408,-1.2250912,-3.965554
1271,36.24,2.0,5.0,1822,12,37,0.52019006,-0.98561877,-3.5816514,-2.7803516
987,10.49,4.0,5.0,81,34,14,3.5728858,5.6137643,-0.19477881,-0.48003817
895,12.0,1.0,5.0,4,9,51,-1.4611604,-0.8724442,-1.4620306,-2.0506918
1974,12.99,19.0,4.4,1376,32,69,-0.7738355,-1.9801304,-2.047233,-3.0798445
1964,3.75,1.0,5.0,1344,0,34,-0.8442816,-1.0401325,-2.2461886,5.454354
1974,18.5,2.0,5.0,81,32,69,-1.515289,-1.1583458,-2.2269075,-0.7762041
1533,21.27,41.0,4.7,212,13,103,0.0058486722,-1.4529828,-1.7195644,-0.8814452
38,3.95,2.0,5.0,1822,12,2,2.3949356,6.1677103,-1.3496175,-4.3885393
1974,2.0,1.0,5.0,1081,32,64,-0.23147894,-1.4846164,0.032860707,0.0071748244
987,16.75,13.0,4.4,28,34,14,6.1442122,-1.6139168,-1.5605165,-0.92341644
1410,2.99,1.0,4.0,101,14,46,2.4216897,-1.1554376,22.461107,-1.8472877
1072,59.99,1.0,5.0,450,17,93,4.9457493,-1.159149,-1.2006645,0.6306496
2276,2.95,1.0,5.0,368,0,34,0.99709594,-1.4125618,-2.3483799,-3.3735228
1433,6.95,2.0,5.0,226,7,140,1.2030904,6.2144322,-2.0219111,0.71941495
1789,12.49,1.0,5.0,1822,13,127,-0.5748812,-1.1060222,-3.1231995,-0.31019136
1093,1.95,3.0,4.7,1249,0,97,4.8263555,-0.9126143,-3.1107786,-1.0636207
1118,13.95,4.0,4.0,1332,40,151,3.3086247,-1.1546568,-0.2857001,-0.79385495
1533,12.01,11.0,5.0,1424,40,151,-3.7669892,5.7073517,-1.6914932,-3.1921647
2031,3.25,4.0,4.8,872,9,51,-5.421477,-0.7906287,22.461107,-0.08763571
579,32.02,1.0,5.0,417,17,91,0.1201743,-0.96988744,0.46045324,6.8861165
84,1.17,2.0,5.0,1822,29,43,-2.3037775,-1.3936791,-1.170249,5.0435753
1264,19.99,1.0,5.0,1202,40,151,0.7266486,-1.125532,-1.8593625,3.515915
43,15.63,3.0,5.0,497,17,33,2.1334832,-1.0608002,-2.0635564,-1.4542917
716,1.99,4.0,4.0,1822,29,10,-0.9899211,5.9678836,-0.5523144,1.376671
2062,1.99,1.0,5.0,81,21,75,3.245563,-1.4163784,-1.9689333,-2.2215009
485,49.81,1.0,5.0,1219,17,33,-3.6486666,-1.1589522,-2.466301,-4.5355973
1018,17.99,1.0,5.0,81,13,116,-4.98852,-1.3787545,-2.1802294,1.7616042
987,49.99,34.0,4.3,1548,34,14,3.1434445,-1.4940554,-1.6895833,-3.9437237
1863,18.99,17.0,4.9,1135,9,51,-0.36732903,-1.9064833,-1.572491,-2.4517722
1476,2.8,113.0,4.5,1822,29,10,1.4388903,5.780639,-2.5967386,-3.8872223
2197,24.18,1.0,5.0,372,5,3,2.4407623,5.8021727,0.9508656,0.6277687
1827,129.99,1.0,5.0,1401,40,151,-4.026085,6.0212893,22.461107,-1.7229784
1795,18.99,1.0,5.0,41,7,140,5.8300858,-0.84383,-1.6251936,1.1475048
625,9.88,1.0,5.0,1149,21,75,5.0071993,-1.4291903,-2.3739848,-3.3515031
1805,20.0,3.0,5.0,1822,12,2,0.73769236,5.6444573,-1.4885212,1.9176707
1427,7.82,91.0,4.9,81,21,75,2.183946,-1.8024102,-2.1928988,-3.9833736
2060,8.45,1.0,5.0,122,0,17,-2.4800088,-1.364624,-2.2799432,3.849197
1718,12.99,22.0,4.5,1822,13,48,-4.5733185,-1.6509506,-1.7529418,-2.8190963
1458,1.65,2.0,4.5,17,0,97,-6.204321,-1.2964848,-2.4633772,0.95668507
2311,1.29,1.0,4.0,1683,0,29,4.265586,-1.7227447,-2.452285,6.666482
1213,9.83,2.0,5.0,855,17,142,-1.7921106,-1.1833252,-2.462486,-2.6173856
234,24.99,1.0,5.0,1121,13,89,-2.4181612,-1.331276,-1.0357572,5.1110067
415,16.99,1.0,5.0,1822,7,140,-0.16886735,-1.3434241,-2.0729249,6.4931154
2153,7.99,10.0,4.4,1822,14,52,2.6981208,-1.2313873,-1.6847696,-0.73730683
679,23.9,3.0,4.3,1651,12,2,-5.285211,-1.0686349,-2.3854551,-0.7675262
987,3.76,87.0,4.5,1548,34,14,-1.9980816,-1.5478117,-1.920745,-3.629174
632,4.4,7.0,4.0,421,29,43,1.6317471,-1.1505147,-2.042874,-0.18019693
2310,0.9,2.0,5.0,1822,0,29,3.3913214,-1.5653539,-2.452285,1.1283032
1041,1.73,2.0,5.0,444,29,43,5.739484,5.7495747,-1.7204999,-1.5548924
1718,3.99,2.0,5.0,212,13,103,-6.029685,5.5179057,-1.2929002,3.0557413
987,5.79,7.0,4.3,1822,34,14,0.03641852,5.794162,-1.1358434,-2.5355024
573,19.99,65.0,4.7,703,14,145,-5.812502,-1.7048988,-1.6103244,-1.9232645
1267,25.38,1.0,5.0,1269,13,116,2.2230122,-0.97200537,6.1295943,-5.5636
96,6.19,7.0,4.4,1459,0,97,-1.9257097,-0.9861037,0.7996397,2.7353382
147,3.99,2.0,5.0,1822,29,43,0.73089224,-0.8503543,-1.6023457,-1.2913749
1622,22.25,1.0,5.0,526,17,93,5.2442694,-1.2224127,-0.6917237,3.7467983
1527,20.99,1.0,5.0,1618,13,89,1.8321167,5.857876,-1.8929293,-0.81452787
1320,20.0,3.0,5.0,1822,9,122,-3.112261,-1.468763,-2.1294553,-1.175075
1533,19.99,1.0,5.0,1424,34,14,-1.1612158,-1.2603666,-0.5022952,-3.4419634
183,2.2,1.0,5.0,426,21,75,4.236747,6.1797624,22.461107,5.3044047
1108,29.99,1.0,4.0,1426,17,33,-1.1639831,5.8093514,-0.6612713,-3.7114742
544,7.29,20.0,4.1,917,5,49,-3.9459167,-1.168318,-1.3142277,-2.4718342
2124,7.99,29.0,4.6,1720,40,151,-1.5432693,-1.0363209,-1.8693987,-3.5705347
1676,6.99,6.0,4.5,212,21,21,-0.81086236,5.6958437,-1.5385468,-1.8473197
1418,29.77,18.0,4.9,1528,12,2,-2.3210936,-0.7461673,-0.8357645,-3.8985753
1350,14.0,3.0,4.3,992,40,151,2.6898909,-0.85281074,-3.1183977,-2.8015225
1929,17.99,10.0,4.8,1529,13,116,-6.5027413,-1.2132078,-2.081736,1.4975821
1321,14.99,1.0,5.0,41,7,140,-2.4050777,6.2233944,-1.2718918,-0.38360968
1335,2.73,1.0,5.0,829,0,97,2.8375652,-1.0449544,-1.7732445,-2.0250928
301,15.89,17.0,4.7,1822,7,140,-1.8831241,-1.7644949,-2.2303863,-3.6759622
1218,2.99,13.0,4.9,1822,14,22,-2.0408595,-1.2091856,-2.5841215,-3.1656451
1827,47.99,38.0,4.9,81,40,151,-1.4678466,5.7670627,-1.0350076,-3.855155
507,13.95,1.0,5.0,345,12,2,6.082065,-0.8023075,-1.2849714,4.420164
290,7.85,8.0,5.0,81,7,138,-4.3746657,-1.827367,-1.3998753,-0.58186495
810,75.5,5.0,4.2,954,13,38,4.3574457,-1.4482372,-1.1712327,-3.8089824
757,10.99,1.0,5.0,1822,21,75,-1.1413494,-1.345345,-1.8674108,-0.14988261
2114,20.99,2.0,4.5,1450,1,124,4.2472386,-0.941902,-1.0475631,4.326771
1358,2.5,2.0,4.5,1822,9,51,-3.9606311,5.8236403,-1.8457279,1.8658758
1446,9.52,14.0,4.9,1822,13,1,3.8774726,-1.5121605,-1.1553104,-2.8139737
1164,22.99,4.0,4.5,325,13,1,-2.4357324,-0.635204,-1.936134,0.4981934
2307,0.99,1.0,4.0,1683,0,29,0.091545455,-1.3828506,-2.452285,6.250978
1822,23.22,1.0,5.0,509,13,1,0.24687031,-1.3523849,-1.5390359,1.0284323
1550,19.71,1.0,5.0,888,13,116,-3.0985456,5.6334248,-2.1070828,-3.922069
1608,1.89,2.0,5.0,1822,29,10,-1.6181505,-1.0072085,-1.2663978,-0.10809744
726,10.96,2.0,4.0,1319,12,2,-3.823707,-1.0861324,-2.8430736,-2.8258252
1227,9.95,1.0,5.0,1493,9,122,-4.300919,-1.2070537,-2.0310724,7.228959
1974,17.5,56.0,4.8,1081,32,69,0.024287488,5.608066,-2.2359064,-3.6122503
1718,5.99,5.0,4.2,81,13,60,-6.3457985,-1.154942,-3.1041265,0.7857346
1056,3.04,16.0,4.9,1293,14,46,2.6594338,-1.3760158,-1.4743493,-1.7155472
1215,20.57,2.0,4.0,1470,17,142,4.768914,5.996556,-2.486659,-4.3542366
1232,11.11,3.0,4.3,877,5,72,-4.091263,5.6803904,-0.6323831,-3.877282
1889,3.29,1.0,5.0,1020,12,2,-3.3138583,-0.7226302,-1.6396383,7.031417
777,7.99,75.0,4.8,81,14,22,-5.2919707,-1.0495738,-1.8332189,-3.422385
1474,1.64,9.0,4.9,1822,29,10,3.759894,-1.0977128,-2.677772,3.4493484
1940,19.39,1.0,5.0,672,7,140,7.3132553,5.849034,-2.0054574,0.21684244
1833,19.88,2.0,5.0,98,14,25,-2.9603715,5.845942,-1.9293289,3.3883808
1568,27.95,1.0,4.0,1617,13,116,0.055063885,-1.0533088,22.461107,-3.4833593
1461,5.99,10.0,4.9,563,13,81,-2.1917725,-1.2767469,-1.4905448,-0.5126919
1379,24.99,1.0,5.0,41,7,140,6.395945,-0.85706013,-0.5332605,4.659065
2079,19.99,4.0,5.0,292,40,151,1.6211503,-1.0167413,-2.6652923,2.232709
1594,7.95,3.0,4.7,1087,14,46,2.0256937,-1.0062932,22.461107,0.7680537
1433,24.99,1.0,5.0,1093,7,140,5.836385,-0.9375665,0.22740275,-1.8011258
1915,2.99,21.0,4.2,1343,21,0,-3.2536507,6.08648,22.461107,-2.901295
1474,1.16,1.0,4.0,1822,29,10,3.9551482,-1.0412147,-2.677772,3.6476822
2298,11.17,1.0,4.0,1664,32,69,-0.31270805,-1.2595222,-1.3377723,-4.3622403
656,9.91,1.0,5.0,128,14,22,-2.1647391,-1.0453899,-2.6424189,2.4178722
1714,16.99,9.0,4.2,1822,17,121,1.1638777,-1.4109519,-2.3603728,-2.6138022
2079,7.55,1.0,5.0,632,9,122,-0.48374367,-1.268314,0.21966262,0.29816428
671,13.79,21.0,4.5,1822,32,69,-5.946741,-2.1678102,-0.2285766,-2.881731
671,16.96,10.0,4.9,1822,32,69,-5.0256014,-1.5494707,-0.933008,-3.045452
1433,4.99,1.0,5.0,41,7,140,6.5830474,6.081903,-2.0695763,7.7218394
2204,9.69,3.0,4.7,371,17,142,3.9085593,-0.84915227,-1.415689,0.5409389
937,3.33,1.0,5.0,791,7,140,3.8876507,-0.95188284,0.6373425,1.532104
25,43.79,1.0,5.0,392,32,69,-0.5234384,-1.273435,-2.5850992,-1.1280582
2022,0.99,18.0,5.0,1822,32,69,-1.3211845,-1.6418383,-1.04349,-1.4245837
1207,9.39,4.0,4.0,1822,31,118,-3.5225744,-1.1504673,-1.241619,3.4512825
350,15.04,1.0,4.0,212,17,142,5.5794196,-1.4275285,22.461107,6.801725
2077,18.99,42.0,4.2,81,13,116,0.39722598,5.478084,-1.9549845,-3.361117
1568,14.86,12.0,4.6,81,13,1,-2.18232,-1.164305,-1.2442763,-1.5768764
566,6.0,2.0,4.5,1822,17,142,2.9212282,-1.4396143,-1.6737638,-1.0451521
120,6.99,2.0,5.0,184,12,2,0.6021601,-0.8909037,-2.2108777,2.9646509
1358,1.8,1.0,5.0,1822,9,51,1.7946398,-1.2460861,-2.644294,4.8550105
2122,44.99,1.0,5.0,81,17,110,2.42162,-1.1060164,-1.6843704,-2.6969671
887,14.98,31.0,4.7,1822,5,72,-4.006875,5.4403834,-1.9605199,-2.5678592
1830,1.79,1.0,4.0,1822,0,97,5.7738743,5.805832,-2.5582592,5.841563
987,27.05,3.0,5.0,1822,34,14,-5.8123684,-1.4886197,-1.4563344,0.743669
1061,30.54,0.0,0.0,673,13,116,2.458585,-1.4872268,-0.43938246,-5.9809194
1567,11.99,12.0,4.9,541,9,122,2.788329,5.7724996,-1.2981057,-0.97143614
361,4.39,1.0,5.0,1822,21,75,5.1805563,-1.0355661,22.461107,5.072405
477,7.83,16.0,4.3,11,14,56,3.6843114,-1.1861348,-1.4772198,-0.40224048
1623,7.99,24.0,4.9,1822,5,108,1.8225921,5.3906474,-1.8082203,-2.3814635
188,16.99,1.0,5.0,1545,13,116,-5.2650633,-1.6485276,22.461107,5.055891
84,4.49,3.0,5.0,1822,29,10,0.91783077,-1.2348875,-1.579357,0.656407
1840,349.99,2.0,4.5,1822,14,25,-3.773696,-1.2908871,-2.103839,-3.1048615
2310,0.9,2.0,5.0,1683,0,29,8.08207,5.6768537,-2.452285,-1.9334584
987,9.99,1.0,5.0,969,34,14,3.5516777,-1.198565,-0.5210162,-1.1386836
652,17.99,1.0,5.0,1626,12,37,1.7663438,5.869853,-2.8971453,1.6010287
856,31.99,1.0,5.0,212,34,80,-1.5721732,-1.3356311,-2.298362,-5.6170807
1533,10.91,10.0,4.6,599,40,151,-0.18680553,5.3704653,-1.3084819,-1.5599756
1106,29.99,1.0,4.0,1822,34,14,3.5641546,-1.2433945,-2.7285755,-2.4317334
1358,1.6,1.0,5.0,1822,9,51,-0.25028732,5.8036036,-1.8477325,-2.5420399
1118,185.61,1.0,4.0,824,5,128,1.1061693,-1.6099797,2.8175242,-4.1522555
109,4.85,1.0,4.0,81,12,2,-4.7055206,5.796764,-1.5661837,2.8585794
1827,15.99,35.0,4.4,81,40,151,-1.5074377,-1.2448775,-0.52261305,-3.8104744
1433,6.17,2.0,4.5,892,7,140,-4.540741,-1.1597738,-2.8375683,-1.4053375
433,8.54,2.0,5.0,1364,0,28,-4.6087255,5.4987593,-1.9876297,3.6437302
1250,10.5,37.0,4.5,259,14,22,-7.4818573,-0.76016355,-2.7693682,-3.7100506
1602,26.05,1.0,5.0,1430,17,93,-1.5002911,-1.2566186,-0.04863419,3.1294484
1270,9.99,5.0,5.0,1822,40,151,-3.7711818,-1.4538352,-1.2368766,2.149586
1275,14.99,30.0,4.6,81,32,69,-3.103444,-1.3681141,-1.3920726,-3.6333458
2216,35.0,1.0,5.0,747,14,25,1.0477537,-1.2668746,-1.6822037,1.5850017
1340,22.2,1.0,5.0,1822,7,140,3.8309212,-0.9051744,-2.1361442,-1.9721653
2017,4.24,2.0,5.0,1822,12,1,-6.1818733,5.4429455,1.9999156,4.294167
388,8.07,6.0,4.0,1822,14,46,2.283757,-1.7292075,-0.85715055,-3.0072749
1455,12.47,1.0,5.0,443,12,2,4.650964,-0.7265989,1.001532,0.7648646
448,4.04,1.0,5.0,242,0,97,2.4580536,5.8094897,-2.4389725,4.1940646
290,34.39,14.0,5.0,690,7,140,-4.057016,-1.0555445,-2.393443,-2.6655955
810,31.88,1.0,5.0,372,13,116,-5.3746114,-1.4936005,2.8581517,-4.7938876
537,1.9,1.0,5.0,1822,29,73,0.5451249,6.12514,22.461107,3.0677476
292,9.49,8.0,4.8,81,7,140,-4.775664,5.96338,-1.5777732,1.1118858
544,8.05,8.0,4.1,1067,5,49,0.28528988,-1.0978644,-1.5122907,-3.5051405
1834,13.99,3.0,4.0,1822,14,22,-7.9650702,-1.1161805,1.6727428,-1.562593
1064,10.99,5.0,5.0,1685,17,142,-4.5065303,-0.99219763,22.461107,0.96133906
784,9.77,2.0,5.0,304,0,35,-0.11663388,-1.2659147,-2.3094068,-3.5688548
1808,11.34,4.0,4.8,1327,34,80,2.187861,-1.2139784,-1.2760514,2.5567477
1821,26.99,1.0,5.0,1347,5,128,5.768404,-1.336479,22.461107,3.7168014
26,5.56,1.0,5.0,81,34,80,-7.020907,-1.892566,-1.2294617,6.9568763
54,4.99,1.0,4.0,1822,40,151,-3.027957,-1.1849823,-1.5463932,5.219484
1761,6.0,1.0,5.0,1432,0,29,1.577148,-1.2700943,-1.7974563,2.685548
1432,5.5,1.0,5.0,41,7,140,3.4912083,-0.87077135,-0.82067275,-2.0493567
1674,6.47,27.0,4.1,439,5,128,-2.7295525,-0.9121478,-0.59073377,-3.227546
1996,11.56,8.0,5.0,1170,7,138,-2.3020182,-1.0939032,-1.9637816,-1.8119547
916,68.65,11.0,4.7,81,17,91,-0.38866454,-1.8534877,-2.4123163,-3.7705755
2116,12.99,19.0,4.3,1822,5,147,-0.15146007,-1.0518044,-1.3181167,-2.596773
702,21.59,6.0,4.8,786,14,46,9.4681,-1.03457,0.1272882,-4.03772
2108,53.98,1.0,5.0,363,7,140,-1.8076622,-1.552454,-2.5886636,3.2477214
183,2.99,6.0,4.8,1822,0,97,3.5239832,-1.1188571,22.461107,2.6470153
62,17.95,18.0,4.3,526,7,140,-3.2757132,-0.53416497,-1.7082334,-3.6415248
437,39.99,1.0,5.0,41,7,140,4.705991,-0.8155828,-0.6567719,-3.1924891
219,7.99,18.0,4.7,1822,13,1,-1.4118055,-1.53745,-1.6809951,-2.6961167
360,3.91,18.0,4.7,720,14,22,3.382258,6.2158523,0.78139555,0.8020994
877,34.99,1.0,5.0,1822,40,151,-4.48942,-1.5142744,-1.6199341,-3.4997888
1127,52.95,1.0,5.0,895,7,140,2.3848386,-0.92604417,-2.1361442,-1.4122325
1275,16.99,13.0,4.8,1543,32,69,-2.9198928,5.5512776,-1.4501317,-2.5420623
682,22.99,23.0,4.5,809,13,81,-2.2549827,-1.383322,-1.1827233,-2.4695966
693,12.72,1.0,5.0,81,17,110,-2.7114787,-1.9433676,-1.0163182,3.4710565
1249,5.99,1.0,5.0,1048,5,49,1.7433704,-0.8709269,-3.2584622,0.44420704
2210,12.95,40.0,4.3,1816,1,123,-1.6931512,-1.1990918,-1.9368773,-3.6438417
544,13.99,3.0,4.7,994,5,49,-4.364931,-1.3685279,-1.4032736,2.8295896
1027,24.5,1.0,4.0,901,7,140,-1.0840293,-0.9404727,-1.1895694,-1.8525571
741,31.14,2.0,4.5,1822,5,71,0.8036947,-1.0839028,-1.0675787,-0.13065511
183,4.99,1.0,5.0,1534,0,35,1.4826324,5.885755,22.461107,0.089911394
1140,30.0,14.0,4.3,562,13,103,-6.6431212,-1.5520297,-1.7833092,-2.848226
307,19.99,3.0,5.0,208,40,151,0.707373,-1.0663884,-2.232524,0.6135277
291,4.46,5.0,4.4,253,34,14,-3.4948025,-1.4951527,-0.9591483,-2.0283778
1752,6.99,2.0,4.5,81,14,22,-5.825891,5.7635098,-1.5814334,-3.6898723
291,8.91,18.0,4.6,1822,12,2,-2.085408,-1.4647471,-1.1977072,-3.0137053
1821,7.99,10.0,4.9,1822,6,79,-6.3737645,-1.564823,-1.4605926,-1.9358534
1565,4.85,1.0,5.0,1822,12,2,-3.5317893,6.094735,22.461107,0.018368706
546,13.99,7.0,4.7,81,5,49,3.749953,5.461397,-2.6805594,0.21360569
1698,2.49,1.0,5.0,1822,9,51,1.2159443,-0.98898715,-1.7224797,3.5102463
2341,19.99,2.0,5.0,109,21,75,5.86976,5.6154227,-3.3603,-0.016405271
1912,9.17,8.0,4.8,701,17,110,5.482589,-1.1093928,-0.9089047,0.9522242
1223,353.44,1.0,4.0,825,7,140,1.8423461,-1.089105,-1.1963156,-4.1100655
80,3.95,6.0,4.5,77,14,46,8.2757015,-1.0029087,-2.6626666,-1.2505075
1459,7.95,5.0,5.0,1502,13,103,-0.9600105,-1.5268048,-1.8062732,0.9864666
528,4.3,1.0,4.0,693,14,46,4.2220063,5.9862947,-1.2714529,1.3553882
1658,7.2,6.0,4.2,1220,14,46,0.23463516,5.7238975,-1.8828363,-3.9378707
1337,6.99,34.0,4.9,1720,0,8,-5.349327,-0.84880096,-1.7742434,-1.3659621
1567,8.6,1.0,4.0,592,9,122,-7.096372,-0.9923301,1.7333797,-1.1289433
934,49.99,18.0,4.6,1822,17,93,-6.9001603,-1.3896493,-2.1206903,-0.9550969
1912,12.06,1.0,5.0,1297,17,91,1.8003393,-1.5779127,-2.2638931,-3.438941
2309,1.29,3.0,5.0,1822,0,29,-1.8961557,5.7569,-2.452285,4.9954033
1433,4.99,1.0,4.0,1822,7,140,-2.6087525,-1.3516092,-0.8758994,2.6267624
1912,29.48,3.0,5.0,1297,7,140,2.2665966,-1.4439726,-1.1862237,-0.3950768
865,3.99,1.0,5.0,1822,29,43,-2.1063597,-1.3489068,-2.730619,-2.1194022
84,2.68,1.0,5.0,1010,29,43,-6.139434,-1.1823422,-1.0907923,5.6903377
991,41.98,1.0,5.0,1174,17,91,5.809911,5.395041,-3.0798476,5.6564436
1718,7.99,6.0,4.3,1514,13,116,-5.3754125,-1.5987189,-3.0241804,-2.0891836
1627,2.79,24.0,4.1,1253,14,46,0.52026767,-0.7433139,-1.7238201,-3.220799
625,8.51,1.0,5.0,1822,21,75,0.22827606,5.5385046,-2.3739848,-3.472894
1897,11.95,5.0,4.8,793,40,151,-1.6196492,-1.4468377,0.34793064,-3.1529
546,22.99,58.0,4.7,1402,5,49,-2.9830632,-0.9188946,-1.9113665,-2.3245103
771,8.74,3.0,5.0,1159,12,2,2.94659,5.896492,-1.7604107,0.5730702
779,1.15,19.0,4.7,1822,29,10,1.0315014,-0.6897394,-0.90002143,0.329816
592,5.99,185.0,4.0,1485,40,151,-3.0774314,-1.4408646,-0.74426293,-3.7754421
960,1.99,1.0,5.0,1060,0,35,-4.6535616,5.8071136,-2.568869,-1.0494857
1974,25.39,3.0,5.0,1385,32,69,-1.3023076,5.7741823,-2.2359064,-3.9422345
1971,13.93,1.0,5.0,265,5,49,5.610361,-1.2644786,-2.2320194,-3.3652787
1417,4.47,2.0,4.5,1822,29,10,-2.7887516,-1.2465563,-1.3661216,-0.5421126
2111,1.52,4.0,4.3,774,9,51,-4.9492397,-0.909486,22.461107,-1.6679122
170,8.0,1.0,4.0,1822,17,110,1.6809559,-1.3674608,-1.7094053,5.753062
1232,19.99,2.0,5.0,1598,13,116,-0.82730293,-1.1728911,-2.3393233,5.860857
816,14.56,2.0,5.0,1764,0,35,-0.20259815,-1.1404784,-1.383361,-3.3012109
544,4.88,1.0,5.0,980,5,49,-3.5857077,-1.1508347,-0.73525184,7.2798386
1179,2.99,6.0,4.0,812,0,29,2.6570108,-1.3614235,0.1783462,0.3230035
2079,12.95,1.0,5.0,1428,9,122,0.47851893,5.746333,-1.7367842,-0.5125338
1551,11.99,1.0,5.0,81,40,151,-5.0262537,-1.1572485,-1.5488973,-0.4409378
1469,4.67,1.0,4.0,1009,29,10,9.708453,5.8989573,-2.3957372,3.8275645
1821,11.17,3.0,5.0,81,5,128,-2.2113907,-1.3087442,-1.1423755,2.3792405
635,1.84,1.0,4.0,444,29,10,-0.25398389,6.082224,-2.0450025,-0.90412
1423,24.99,2.0,5.0,1822,21,21,3.1853974,-1.5352527,-1.6866685,-1.6427314
692,19.69,1.0,5.0,900,7,140,-2.3557997,-1.5659889,-3.2137415,5.5778008
824,10.99,1.0,5.0,1065,12,2,-0.7129008,-1.2223116,-1.8663236,1.2967862
721,16.45,1.0,5.0,264,34,16,-1.3357679,-1.3271718,22.461107,4.833026
1066,2.5,8.0,5.0,539,29,43,0.9818812,5.8443418,0.20410688,-1.2466358
437,29.99,2.0,4.0,41,7,140,-2.6113827,-1.0145733,-1.304325,-3.5034623
180,104.71,2.0,4.5,1822,17,93,7.539664,-1.19628,-0.04863419,-0.009571685
