manufacturer,price,number_of_reviews,average_review_rating,sellers,cat,sub_cat,name,info,desc,reviews
184,4.99,1.0,5.0,1822,13,116,-0.9116054,-0.8513747,-2.3121703,4.1753798
671,17.0,8.0,4.4,1822,32,64,-6.550579,-2.1190345,-2.088606,-1.9946969
2202,2.49,1.0,4.0,1105,14,46,8.855045,-1.0856811,22.461107,-0.5862858
397,2.99,1.0,5.0,1822,40,151,1.7464689,-1.1119039,-1.5727749,3.7487879
2094,2.49,16.0,4.4,81,17,142,-0.8642988,-0.9542288,-0.9301655,-2.8091753
380,3.99,2.0,4.5,1822,21,21,-4.7216334,-1.285732,-1.2633262,3.3018334
184,13.99,1.0,5.0,1822,13,116,3.5052216,-1.1030054,-2.493185,-0.8206116
2185,11.35,1.0,4.0,1157,7,140,2.9508815,-1.2586089,-0.2630879,3.6018655
2023,14.53,1.0,5.0,1822,13,48,-1.266005,-1.152336,-2.309223,-4.701125
301,47.94,28.0,4.8,1792,7,140,2.244507,5.552568,-1.9743786,-3.4409163
1043,0.99,6.0,4.7,716,0,29,5.6260233,-1.6235113,-0.3662192,0.06326371
1264,7.95,6.0,5.0,648,40,151,-0.39648342,5.9078445,-1.5576494,-1.936918
1756,14.9,3.0,5.0,1520,7,140,3.6261604,-1.4921373,-1.2377491,2.0346863
2310,1.79,1.0,5.0,1701,0,29,4.231149,-1.3836521,-2.452285,-2.2236803
1195,2.75,1.0,5.0,1567,12,2,-6.9346848,-0.7512353,22.461107,4.29027
1244,5.35,3.0,4.0,457,17,142,1.1862489,-1.0559454,-1.843022,-0.41933024
1937,146.31,1.0,5.0,1822,14,56,-1.7166524,-1.128118,-2.054888,-3.1391804
1564,4.99,2.0,5.0,136,5,49,5.308433,-1.1564107,-2.324839,-0.37315947
1355,8.99,8.0,4.4,1822,29,10,-3.4258165,-0.8596353,22.461107,0.20799685
1188,1.55,1.0,5.0,822,0,29,8.882076,-1.5878896,-2.3832412,-3.829408
750,89.99,3.0,4.7,1822,7,140,1.5596789,-0.8733077,-1.6266574,-1.6577287
1188,1.4,1.0,5.0,822,0,29,-0.36123353,-1.3817812,-1.7564167,-1.8622203
671,2.79,1.0,5.0,1822,29,10,-5.2693977,-1.0210626,-2.2654943,0.067826115
161,10.0,107.0,4.3,81,0,35,-3.6426811,5.5796475,-1.530321,-3.9927886
671,19.95,21.0,4.2,690,32,69,-2.7514915,-2.289491,-0.6743807,-2.428665
1270,19.98,1.0,5.0,272,40,151,-1.1724739,5.673038,-1.3576784,0.47417408
1495,4.98,1.0,5.0,325,13,116,-2.6552002,-0.6342557,-0.35657874,4.0509524
1932,49.0,58.0,4.0,81,32,69,-5.1343403,-2.0145364,-1.9271243,-4.494219
586,21.99,1.0,5.0,1822,32,69,-0.5367148,-1.3636912,22.461107,5.620104
1033,17.99,2.0,5.0,1399,13,116,-5.748028,-0.8534496,1.6201962,3.6795487
1908,23.97,1.0,5.0,1688,40,151,-0.2676327,-0.73174036,-1.9419514,-3.4823403
2111,1.99,3.0,4.7,872,9,51,-2.7793472,-1.107695,22.461107,0.3687141
813,24.0,1.0,5.0,1822,17,110,-0.48520228,-0.9143605,-1.5333318,-3.3012636
1567,8.45,3.0,5.0,592,9,122,-2.9324896,-1.0248258,1.7333797,1.1579257
721,9.07,2.0,4.5,1822,13,1,2.6448867,5.704708,-1.7070174,4.346643
1759,14.99,15.0,4.9,1822,12,2,-5.5601697,-0.6072499,-1.3138787,-3.1609247
1196,25.95,1.0,5.0,1822,40,151,-1.2356008,-1.0118424,-2.3749163,-1.4088796
1049,3.5,1.0,5.0,722,12,2,-4.0138826,-1.0969383,-2.3740976,-5.0867248
2336,12.0,3.0,5.0,1710,30,101,-0.93872774,-1.6822988,-1.3992662,0.09821084
1495,8.58,1.0,4.0,81,28,45,-5.591882,-1.4365133,-1.4854786,3.5318558
2014,16.99,1.0,5.0,1822,13,1,-4.4072723,-1.2120684,-2.3018396,5.0587792
1633,6.13,7.0,4.9,1822,0,96,2.0136638,-1.391458,-2.610684,-2.8667831
1533,13.79,2.0,4.5,1407,9,105,1.6797392,5.1880507,-1.6440253,-0.7417567
2116,9.5,2.0,5.0,1822,5,147,1.9279037,-1.9283997,-1.9852399,-0.7234774
358,32.19,1.0,5.0,1103,17,121,-2.9816334,-1.285148,-2.040253,-1.2667186
1634,6.48,1.0,5.0,1030,29,43,-0.1978158,5.8480124,-1.2673988,-2.5037217
795,3.95,9.0,4.2,1338,12,2,3.1420836,6.035204,-1.7144921,-1.9121498
2193,228.1,1.0,5.0,504,17,91,3.043887,-1.4149753,22.461107,-1.0888445
1103,31.08,5.0,4.8,1162,21,0,-0.06031788,-1.011982,-1.6302904,-0.8390159
408,14.93,2.0,5.0,1822,21,75,2.9341545,-1.3089882,-0.6029518,-1.7444156
452,8.9,1.0,5.0,1822,0,29,2.3326383,-1.3199978,-2.3205192,3.2058117
1249,54.56,1.0,5.0,1219,13,116,-0.72184294,-0.95655084,-1.370801,-1.8946013
1594,7.99,1.0,5.0,1822,14,46,2.7901125,-0.8617004,-2.083261,3.639989
1255,12.99,2.0,4.0,852,7,140,-2.9892838,6.326637,-1.1524229,1.8189163
2150,2.89,1.0,5.0,829,17,142,-7.3366227,-1.1678679,22.461107,6.4639583
1258,4.15,7.0,4.4,127,14,22,5.183596,-1.1425678,-0.15895136,-3.932556
594,2.48,2.0,4.0,444,29,43,5.5102186,-0.64167327,-1.717664,-2.3654876
1388,28.06,18.0,4.8,1822,5,71,-5.222384,-1.2915245,-1.1903467,-4.200292
294,11.83,4.0,4.5,913,7,140,-2.2303417,-1.6161517,-1.4609531,0.629897
300,16.59,30.0,4.0,1822,34,80,1.3959496,5.6676636,-2.3029723,-3.3731523
1783,5.8,17.0,4.6,212,12,2,2.3521163,-0.98194164,-2.2764995,-3.2518663
2062,9.99,1.0,5.0,81,5,49,1.1525023,-1.4127345,-2.350287,5.521168
1184,15.99,1.0,5.0,1822,5,49,-6.069771,6.1739492,22.461107,5.3582973
2148,31.99,1.0,5.0,1420,12,37,1.6729964,-0.9759326,0.6493436,0.47384182
1575,17.25,1.0,5.0,526,17,93,1.2883407,-1.5082196,0.642546,2.5475562
2150,29.99,1.0,5.0,1300,5,148,2.691382,-1.3191627,-1.9786508,3.4654734
1432,16.99,1.0,5.0,41,7,140,7.576409,-0.81550986,-1.1421047,4.3363724
1597,2.73,9.0,4.9,979,29,43,2.7050948,-1.2052811,-2.4125626,0.82842505
1994,23.5,33.0,4.3,1822,40,151,-3.669759,-1.7961706,-0.82261777,-2.9367595
1437,8.1,5.0,5.0,1788,0,35,0.4669488,-1.0596137,-1.7080002,-1.0395635
2199,8.83,4.0,4.8,1546,14,22,0.042286884,-0.6151091,22.461107,1.654792
1872,15.9,2.0,5.0,1822,34,80,-0.50342125,-1.1790122,-1.6217211,4.4041986
376,69.99,3.0,5.0,1783,13,116,1.5280087,-1.3795753,-1.7519405,-2.3840606
1718,12.99,8.0,5.0,81,13,81,-6.1362023,-0.94377595,-2.313259,0.88928586
1055,10.0,15.0,4.7,714,14,56,2.2635498,-1.1512743,-2.1249182,-3.999184
1035,11.99,8.0,4.1,991,21,75,3.6177197,-1.0637171,-2.4293752,0.23516132
993,44.83,1.0,5.0,1819,5,49,-4.97579,-0.934592,-1.0603688,-1.1057374
1474,1.79,1.0,5.0,1030,29,43,-2.8215256,-1.0452288,-1.8174132,7.568051
188,23.14,2.0,5.0,1269,13,81,-5.0832367,-1.5004168,-0.77185327,4.3025975
2246,48.12,1.0,5.0,1542,14,22,2.164413,-1.2176853,-0.9106769,7.2285023
1766,2.2,6.0,4.7,1352,29,10,-1.0081476,5.9925265,-1.8112248,1.1247967
887,37.63,5.0,4.2,1822,5,72,0.816137,-1.1678905,-1.8803538,-3.4986937
753,5.17,8.0,4.6,1407,12,2,-2.0334535,-1.1632569,-1.3735619,-2.1505811
1975,69.99,3.0,5.0,1822,14,25,2.1173716,5.736897,-2.2466862,-3.7460732
2094,2.99,20.0,4.3,1822,17,142,-1.4067596,-1.3598719,-1.4621452,-3.5212939
1762,15.99,2.0,4.5,1822,0,28,1.5139827,-1.2610095,-1.8139136,-1.5598491
167,3.49,1.0,5.0,81,0,34,2.8002095,5.2876277,22.461107,-1.6450701
306,4.93,3.0,4.0,1822,9,122,-4.3911533,-0.8354497,2.2345285,-0.56766844
1458,1.25,6.0,4.5,81,0,97,-0.54834497,-1.50833,-2.0741675,0.5751983
130,5.97,1.0,5.0,1407,0,29,0.9422517,-1.6251756,22.461107,-1.8433675
1783,2.87,23.0,4.2,848,12,2,-2.170402,-1.440614,-2.131747,-2.1115434
810,31.73,2.0,4.5,352,13,116,-0.66028845,-1.4802716,-0.22018942,-0.89809036
414,4.49,3.0,4.0,277,17,142,3.709118,4.912846,-3.7644856,-0.2669066
1088,20.29,1.0,5.0,1144,1,123,-2.5225573,-1.3950801,-2.2345643,-3.9364834
1974,12.99,17.0,4.6,1081,32,69,-2.9974363,-1.9235934,-2.047233,-3.6087718
1362,91.41,4.0,5.0,459,13,1,-0.061066426,-1.4485998,-1.8772485,-3.220745
595,17.77,2.0,4.5,423,9,122,0.3506217,-0.89741445,0.29534194,1.3162028
816,6.3,1.0,4.0,1822,40,151,3.1050482,-0.9098252,-3.7657976,3.3216364
1118,49.9,67.0,4.6,1747,40,151,0.7497571,-1.7643456,-2.145718,-4.474835
1207,5.99,2.0,4.0,1822,34,14,-4.0493703,-1.1844817,-1.2967325,-2.7164934
632,1.4,2.0,4.0,1731,29,43,7.130163,-0.7408924,0.6834031,0.77380204
1575,9.99,1.0,5.0,775,17,93,-2.1889446,-1.4196674,1.8065172,5.8130784
1663,3.92,6.0,4.7,1822,14,46,-3.3247962,-0.89950347,-2.092623,-4.0866256
887,16.99,17.0,4.3,1822,13,116,2.3999448,-1.0930687,-1.3373019,-3.004465
1760,11.87,25.0,4.1,81,7,140,-3.8368554,-1.5907375,-2.405757,-2.4029493
1188,1.6,7.0,4.9,822,0,29,8.071935,-1.581173,-3.470226,-0.12496264
1710,12.58,9.0,4.6,1269,40,151,-1.1975229,-1.0677809,-1.4184794,-1.3486923
1141,9.99,25.0,4.4,523,5,83,-3.9148855,-0.83417034,-2.091025,-2.2617238
1515,6.99,3.0,4.0,1046,34,66,1.9325355,-1.2160993,-1.2956096,0.11046184
325,3.99,14.0,4.2,491,14,145,4.9859905,-1.0673338,-0.7619016,0.04383442
1017,14.99,4.0,5.0,702,14,18,1.4598054,-1.069788,-2.3050659,0.40728164
1751,7.99,1.0,5.0,1822,40,151,4.1043324,-1.2668856,-1.1221498,3.4002752
1885,3.95,2.0,5.0,1822,0,97,0.9354488,5.85406,-2.4828506,1.6830294
306,6.45,2.0,5.0,1793,9,122,-4.1214914,-0.8785179,1.7440492,-0.2330462
255,13.65,1.0,5.0,1822,32,69,-0.9443367,-1.4136144,-1.6684955,-1.5870199
1548,211.87,1.0,5.0,1822,17,142,1.2012659,-1.2617207,-1.6159447,-1.4288555
2055,19.99,13.0,4.4,1822,5,72,-0.26023492,5.645957,-1.8409752,-0.12449556
945,2.14,2.0,5.0,1822,0,97,0.40022713,-1.170345,-1.5955166,-0.72206855
358,26.06,1.0,5.0,1405,17,121,5.287937,-1.37703,-2.0923839,-2.2791495
28,15.95,1.0,5.0,40,34,14,-2.5011766,6.0476017,-0.679522,5.0043864
2101,7.99,2.0,4.0,820,32,69,-9.115119,-1.4129232,2.12598,1.4856759
252,1.5,1.0,5.0,1030,29,43,2.392119,-1.0870006,22.461107,1.4715576
1433,7.24,4.0,4.5,214,7,140,-3.2566833,-0.99999905,-2.4441502,0.26053396
1118,33.59,3.0,4.7,1529,40,151,2.6430306,-1.5698645,-1.780151,-0.006563643
1275,7.99,11.0,4.5,710,1,123,0.8094598,-1.5500648,-2.4262729,-1.601681
360,4.99,1.0,5.0,1822,5,49,2.1384478,5.8133817,-2.296599,7.3838415
1423,20.0,2.0,5.0,963,21,21,0.30770227,-1.128309,-1.3544842,-1.2747614
448,6.89,1.0,5.0,1094,0,35,-1.3249321,-1.0328156,-1.5955882,1.7937765
1533,15.39,199.0,4.6,212,40,151,-2.3094378,-1.2700692,-1.9722291,-4.045648
1311,2.49,1.0,5.0,452,12,2,0.5365775,-0.8482833,-1.32198,0.99888
1789,3.99,1.0,5.0,1822,13,127,-4.0946198,-1.1999179,-2.8754897,-2.583504
795,1.99,2.0,4.0,1315,12,2,8.318823,-0.9778397,-1.56598,5.793028
1270,14.99,1.0,5.0,1108,40,151,-4.545325,-1.078652,-2.1656072,-0.29331774
1808,7.33,1.0,5.0,1520,34,80,-5.0881286,-1.2969602,-2.4790099,-1.8629221
1912,13.61,10.0,4.8,1297,17,91,4.417598,-0.9618861,-0.7728199,-4.4146767
1097,6.99,3.0,5.0,1091,21,75,1.2999551,-1.2160486,-2.0031028,2.2231097
1560,3.25,1.0,5.0,1066,12,2,-7.4197464,-1.1254478,-1.6396383,1.1874557
544,18.95,2.0,4.5,1822,5,49,0.32188866,-1.2089639,-2.0282745,-0.88152176
98,14.49,7.0,5.0,49,0,34,-5.437327,5.3339458,-0.9066875,-3.5257404
2206,12.11,3.0,4.3,1822,5,49,1.7202957,-1.2552514,-1.7409608,-0.849895
817,26.5,1.0,4.0,1822,17,93,0.5537032,-1.2653639,-1.2006645,-0.38125825
1358,1.62,1.0,5.0,1822,9,51,3.0556426,-1.467434,-1.9485803,3.9802856
1243,1.85,3.0,4.7,1612,17,142,0.14773951,-0.9235829,-0.122284226,0.41864583
1416,5.26,1.0,4.0,1407,13,127,-1.7001283,-1.2698563,-3.0990756,-0.6911518
1533,6.99,0.0,0.0,477,40,151,-2.3436713,-2.0247157,-0.44844487,-5.9809194
952,9.99,5.0,4.6,1822,12,37,2.9630194,6.1993637,-3.4430459,3.8619378
893,1.79,35.0,4.5,285,29,10,0.6005306,-1.2346227,-2.4859264,-2.575643
2305,2.75,2.0,4.5,1683,0,29,2.1057231,-1.3687685,-2.452285,-1.8611579
460,1.65,3.0,4.7,1822,29,10,-3.990366,-0.9258641,-1.0026714,-0.51175195
1194,8.58,3.0,4.7,1822,12,2,2.0305002,-0.46729445,-0.35739964,-3.8989294
544,13.0,1.0,5.0,81,5,49,-3.771043,-1.53366,-2.6877859,-0.0849447
184,3.99,1.0,4.0,1822,13,116,-0.1799,-1.0752465,-2.2501137,4.9231696
1461,6.01,3.0,4.7,563,13,81,-1.1849635,-1.3346121,-2.389255,0.046670478
832,21.58,3.0,5.0,1822,7,140,3.8041632,-1.3481085,-1.6101173,0.0661089
952,9.99,5.0,4.6,1822,29,43,-0.0072448906,-0.84143865,-1.4397403,2.2912111
515,4.94,1.0,5.0,328,14,22,2.0359466,-0.99841,-2.32485,-1.9651991
2168,73.64,1.0,5.0,1563,7,140,3.4036586,-1.3764936,-2.037959,5.829697
2334,5.99,1.0,5.0,206,14,46,-0.16931874,-0.8863905,-3.012426,-0.25220647
1232,10.99,5.0,4.2,651,5,72,-2.0880344,-1.4059892,-1.3123739,-1.2989607
1696,93.5,1.0,5.0,1229,17,121,4.0174565,-1.2027234,-1.330489,0.34787846
1188,2.49,2.0,5.0,822,0,29,4.6134048,-1.4878396,-2.532272,-1.4467016
544,3.5,1.0,4.0,169,5,49,-1.3436342,-1.2504458,-1.0557814,5.0052133
1978,1.5,1.0,5.0,1822,0,97,2.8121457,-1.2367059,-1.1108856,3.3938448
1043,1.39,3.0,5.0,1822,0,29,4.3860846,-1.4638599,-1.8608283,-1.0085057
1503,16.18,41.0,4.3,81,5,137,-7.6890965,-1.1157225,-1.3918526,-3.8571112
2225,119.02,1.0,5.0,1822,34,80,0.16586423,-1.3025931,-1.6380031,2.951178
1912,21.6,1.0,5.0,1097,17,91,2.2303705,-1.371999,-1.1838224,-0.68201786
1236,56.11,1.0,5.0,1822,17,33,-1.63376,-1.0331408,-1.823629,6.810787
2276,3.95,2.0,4.5,1822,14,52,-5.522459,-1.056747,-1.853429,0.60625017
139,3.99,4.0,4.0,81,28,45,0.84683055,-1.709422,-2.2271903,1.3449885
1760,4.09,2.0,4.0,1520,7,140,0.19425641,-1.4434241,-1.9080067,-1.8538059
1041,19.99,1.0,5.0,1030,12,37,2.9314673,-0.8740217,-1.4746999,1.9641074
1821,32.99,2.0,5.0,1426,5,128,1.5461817,-1.4618806,-1.5356922,-2.2103012
657,30.58,1.0,4.0,1025,12,37,-3.3534458,5.872919,-1.796401,4.9362397
1358,3.25,1.0,5.0,1822,9,51,-5.3264046,-1.2522821,-2.128003,0.32170194
1572,8.99,1.0,5.0,1409,17,93,1.5362803,-0.9355942,-2.8129349,4.9679666
1602,29.99,1.0,5.0,922,17,93,-3.534806,-1.2283858,-0.623943,4.167863
1394,61.6,1.0,5.0,1822,7,140,4.2330594,-1.5675259,-1.5219502,-0.32843152
1718,24.99,16.0,4.0,81,40,151,-3.9531782,-1.4585572,-2.3775413,-2.8873007
230,12.0,2.0,5.0,595,5,72,-4.136222,-1.2879725,-1.4690868,0.1310196
942,11.99,11.0,4.0,1804,40,151,-1.1196891,-0.8777804,-1.5702751,-2.3592649
1223,15.0,2.0,4.5,676,7,140,2.8654604,-1.1483977,-0.21627107,1.9267789
987,44.57,94.0,4.1,1277,34,14,1.4598243,-1.4540226,-1.9772762,-3.8077676
1017,24.99,1.0,4.0,702,14,56,5.1183634,-1.4944316,-2.4378233,-0.07651734
80,16.99,1.0,5.0,1822,0,29,8.46647,-1.237106,-2.379991,4.021489
869,2.5,4.0,4.3,82,0,29,4.7595215,-1.6388725,-2.675854,1.4033891
1548,14.5,7.0,4.9,225,17,142,0.4714556,5.805745,-2.4961314,-3.0601985
84,3.79,1.0,5.0,1822,29,43,2.1750298,-0.91295916,-1.170249,-3.4220905
1433,3.3,1.0,5.0,1157,7,140,-6.5769706,-1.2729579,-1.1165107,3.3082657
803,16.19,3.0,4.3,432,34,14,-2.8046434,-1.2392929,-2.107372,-3.8406827
1642,8.99,1.0,4.0,1689,7,140,3.6160524,-1.4283814,1.1710742,-0.94221085
2074,11.99,1.0,5.0,900,17,91,-0.05981697,-1.0505362,-2.1161544,-2.8090465
2327,3.37,2.0,4.0,1822,29,43,3.9879587,-0.8993837,-1.7194432,6.5711856
2086,4.86,9.0,4.3,1822,29,43,1.0177841,-0.8153967,-0.050923172,-2.146029
822,4.99,2.0,4.0,1822,5,49,4.0792418,-0.5092263,-1.6555651,2.386499
545,5.48,20.0,4.2,143,5,49,-3.0249124,-1.1154197,-1.6719173,-1.0971988
1199,24.98,2.0,4.5,1378,17,91,1.1590202,-1.7824979,-2.1400273,-4.7174444
1718,68.09,1.0,5.0,1822,13,116,-2.7298303,5.5471444,-2.0624843,-5.1082973
260,4.99,1.0,5.0,184,13,116,3.4637108,-1.3207022,-1.8307613,3.2162886
535,7.83,41.0,4.6,1520,14,46,7.690776,-1.052933,-1.4076645,-3.3854067
761,11.45,1.0,5.0,909,17,91,8.243143,-1.2930248,-2.2954617,-3.9287372
1052,1.25,1.0,5.0,184,40,151,0.19082487,-1.1279796,-1.4416115,3.7056398
578,19.99,2.0,4.0,1822,34,14,0.9591506,-1.2130901,-2.1678314,-1.2706733
1593,3.99,1.0,5.0,1781,14,145,2.1682885,-0.9053742,-2.2581952,-1.3381222
1009,7.5,13.0,4.4,107,13,103,-1.006536,-1.2088691,-2.1102984,-0.6556098
1292,1.5,1.0,5.0,876,17,93,6.0173655,-1.2279898,-1.5084503,-0.77813536
1433,9.95,1.0,5.0,81,7,140,-7.384508,-1.4690607,-2.2093399,2.665707
1433,6.25,2.0,5.0,973,7,140,-3.7961545,-0.98082,-2.6262245,2.9584916
742,2.49,3.0,4.7,1822,12,2,6.1355047,5.9160347,-2.0825438,-2.4604008
245,8.99,6.0,4.7,81,40,151,1.1167383,-1.4288579,-1.6528252,-3.5443766
1664,0.96,2.0,5.0,1134,0,29,0.5543762,-1.3330008,-1.3884435,6.028555
676,198.0,1.0,5.0,373,12,2,-0.8323614,6.1139936,-2.020386,-1.4749713
1154,6.99,1.0,5.0,1286,40,151,0.42072907,5.7652955,-1.2936903,6.6077137
1597,11.98,1.0,5.0,979,29,43,1.2838956,-1.2384026,22.461107,2.3942459
1459,7.32,1.0,5.0,1822,13,38,-1.8486019,-1.2711058,-2.2000492,-3.8001616
934,107.99,2.0,5.0,922,17,93,-0.65342826,5.6469755,-2.4060886,3.5669289
991,10.48,1.0,5.0,900,17,91,8.977833,-1.5506649,-2.8355525,1.0382159
515,9.95,1.0,4.0,1822,17,142,0.006746023,-0.7413387,-2.32485,-1.5109007
2002,11.44,3.0,4.7,1822,17,33,1.7292987,5.729155,-0.36638612,-2.2330458
544,9.99,1.0,4.0,379,5,49,-0.32832363,-1.394327,-2.482618,-0.4610779
574,6.99,1.0,5.0,1822,7,140,0.32970342,-1.0929555,-0.4832567,-2.9658244
215,8.24,54.0,4.5,1515,40,151,3.0022411,-2.4664838,-1.1629859,-2.997933
1683,9.11,1.0,5.0,1822,13,81,-3.6494632,-1.4302852,-2.0418234,4.8159533
2111,195.53,2.0,5.0,927,17,33,-0.22361118,-1.1182826,-1.5829448,-0.38252798
2276,1.5,1.0,5.0,1822,0,34,0.4049425,6.023992,-2.2222867,4.268158
1891,10.95,8.0,4.9,1246,40,151,-0.61432356,-1.3553522,0.5980407,-2.6681128
180,150.99,2.0,5.0,477,17,93,-3.383495,-1.165431,-0.24215324,0.19794787
476,6.69,2.0,5.0,1822,14,46,-1.7067142,-1.0673146,-2.5909333,6.604126
1474,1.35,1.0,5.0,1822,29,10,3.3850374,5.8184633,-2.677772,4.0896525
1350,4.99,3.0,4.7,245,40,151,2.9448025,-1.5920622,-1.9602467,-0.99478656
188,5.13,1.0,5.0,1269,13,116,3.5519793,5.860964,22.461107,-1.692639
1947,8.75,125.0,4.8,1822,14,46,-1.8621272,-1.1370876,-2.0774705,-4.4600496
41,226.57,2.0,5.0,825,7,140,0.45243746,-1.1807165,4.181571,-4.497616
728,4.98,25.0,4.5,1822,1,123,-2.4769104,-1.8750594,-1.7707198,-3.8195598
934,19.95,1.0,4.0,526,17,93,-2.655564,-1.3087633,-0.8806615,0.68182135
1210,5.0,13.0,4.1,1822,0,29,-6.7687035,-1.647472,-2.3803086,-4.1385193
2342,25.1,1.0,5.0,81,7,140,0.42596516,5.6461973,-1.1032842,4.341815
785,19.99,1.0,5.0,136,9,122,-2.7866573,-0.96532214,-1.6513861,-4.632169
341,8.19,1.0,5.0,1822,40,151,-1.7860136,-1.1789461,1.5102241,6.33199
937,9.83,4.0,5.0,1310,7,140,0.79443777,-1.3256733,-2.2830486,1.4576956
1390,2.94,517.0,4.2,1822,32,64,-7.07176,-1.2781311,-1.1678877,-1.4681066
205,7.98,33.0,4.2,81,0,29,-6.7554846,-1.814616,-1.9577231,-2.4108808
1714,38.99,2.0,5.0,1822,17,121,-2.044385,-1.8957671,-0.9619745,-1.4581056
158,26.9,1.0,5.0,1764,34,14,-6.019322,-1.3845344,-2.6279042,-3.4470546
934,3.03,10.0,4.8,1607,17,93,1.4135541,-1.6959951,-1.9532309,-0.13253947
869,3.6,5.0,5.0,740,0,29,4.521972,5.530253,-2.9761906,1.1686304
2328,2.84,1.0,5.0,179,12,2,-7.7278814,-0.6113609,1.6005077,7.0594077
62,14.79,19.0,4.8,588,13,89,0.9557173,-1.906835,-1.8087596,-2.7347214
1433,7.25,2.0,5.0,1182,7,140,-3.8428922,-1.1573687,-2.5714202,3.9993227
783,28.12,1.0,5.0,1705,17,121,0.8178928,-1.5171576,-0.826436,3.595427
1433,7.7,1.0,5.0,525,7,140,-1.4850589,-1.077332,-1.9528221,-2.8068187
7,12.66,22.0,4.3,408,13,48,0.80818653,-1.3053232,-1.7304484,-2.481218
1433,20.45,1.0,5.0,81,7,140,-6.509582,-1.4838079,-0.28214914,1.3891667
2074,56.12,1.0,5.0,958,17,91,3.736582,-1.3273576,-2.8311474,-1.0664904
1718,3.79,1.0,5.0,81,13,116,-6.7858567,-1.5238777,-2.1866052,6.839837
485,72.74,3.0,4.7,712,13,116,-2.0424945,-1.3385801,-2.4833374,3.4406216
1358,3.5,1.0,5.0,1822,9,51,-5.9117756,5.727031,-2.1207268,2.0593278
2144,1.8,1.0,5.0,1515,29,43,1.3142248,-0.8929412,-1.292417,2.1815548
291,3.73,1.0,5.0,253,12,2,-3.3472428,-0.91870177,0.5549307,0.2581842
1275,14.98,25.0,4.8,81,32,69,-2.341504,-1.16032,-1.7726716,-2.5414813
877,19.99,1.0,4.0,1822,1,123,1.3471086,-1.6865625,-2.4159875,-1.957462
215,1.43,13.0,4.6,1089,29,43,3.8497937,-1.4578785,-1.2449193,-0.13740118
84,6.33,6.0,4.0,1822,14,46,1.093046,-1.0750189,-1.7447872,-4.0162077
1118,69.99,14.0,4.8,1747,40,151,-0.8422244,5.441571,-2.7920969,-1.0616362
2111,4.44,20.0,4.6,1822,17,142,-3.5270514,-1.2938604,-1.9238253,-2.4128387
18,35.0,3.0,5.0,1822,32,69,3.065095,-1.3645484,-1.2839911,-4.0756145
2152,8.99,5.0,4.8,514,17,33,3.8336117,-1.4458227,-1.7490005,-1.0552284
1190,19.95,1.0,5.0,1822,7,140,0.3257623,-0.8042363,-2.5708058,-4.1586227
1459,5.2,3.0,5.0,1502,13,60,-3.804538,-1.5993797,0.756155,2.1403031
899,12.39,14.0,4.2,1491,12,37,-5.7684913,-0.69735074,0.4104586,-3.603846
863,10.94,54.0,4.6,512,21,75,0.09146295,-1.6068795,-2.0801697,-3.4773874
1986,1.6,10.0,4.9,1822,29,10,-1.7033439,-1.2332205,-1.3980635,3.5477276
1097,5.85,1.0,5.0,1822,21,75,1.5385853,5.385295,-2.4916456,-1.0168638
987,39.99,5.0,4.8,810,34,14,2.0628703,-1.3610014,22.461107,1.099374
1568,9.99,4.0,5.0,81,13,1,-2.5965292,5.6164284,-2.0437057,-1.7495681
1796,17.49,2.0,5.0,620,9,122,2.2455769,-1.0870998,-2.9881907,-2.8599067
616,14.73,1.0,5.0,830,32,69,-1.1732854,-1.0684932,-1.4900362,-3.2570415
1108,34.46,1.0,5.0,1822,13,116,0.8380322,-1.1817461,-2.4326534,-4.0131445
1533,41.94,19.0,4.7,1226,13,81,1.573025,5.3324065,-1.9154259,-3.8265321
414,11.99,1.0,5.0,277,17,142,3.3952274,-1.238366,-2.584916,4.6498566
936,339.99,3.0,5.0,1822,13,116,-1.2908695,-1.2034498,-1.1121984,1.5983949
515,1.98,1.0,5.0,328,14,22,2.3848207,-1.0173409,-2.32485,6.3953905
1462,439.95,9.0,3.3,81,17,110,2.570784,5.41376,-2.1495824,-5.116035
1126,6.99,1.0,4.0,703,5,49,0.72998244,-1.4937893,22.461107,-1.4764208
730,19.99,2.0,5.0,81,5,72,4.19342,-0.5327529,-1.5902922,-4.572138
1293,2.7,1.0,5.0,136,0,29,4.2859263,-1.3747439,-2.2647421,4.9386706
552,7.19,1.0,5.0,1822,21,0,-2.8845396,5.6498036,-1.5644194,6.0809097
147,7.99,1.0,5.0,136,29,43,1.8964285,-1.1061064,-1.7537804,-0.8272274
970,3.43,12.0,4.6,1822,29,73,3.7542841,-0.95878655,1.3555564,-0.67141896
1362,21.65,4.0,4.8,968,17,33,-2.104709,5.7483106,-0.52417415,-1.0119733
1067,14.99,3.0,4.0,136,7,140,3.0494874,-0.92443067,-1.4086431,1.4892355
1674,16.98,32.0,4.3,439,5,49,4.224207,-1.0469339,-1.7856904,-3.1212344
2101,5.35,164.0,4.2,1822,14,56,-3.392791,-1.0890254,0.9821922,-4.2201557
177,2.68,3.0,5.0,133,29,10,-5.263887,6.015501,-2.1455834,-0.0122768795
1459,16.95,16.0,4.6,81,40,151,-0.5101565,-2.3078442,-0.6255027,-2.2919436
